Name,Author,Old_Price,New_Price,Ratings,Discount(%)
Twisted Love - Special Edition,Ana Huang,2178,2178,N/A,0.0
Ancient Science of Mantras,Om Swami,411,495,5.0,17.0
Metamorphosis,Franz Kafka,77,129,4.2,40.0
The Things You Can See Only When You Slow Down,Chi-Young Kim,489,699,5.0,30.0
Think Like a Monk,Jay Shetty,324,499,4.7,35.0
Zero to One,"Blake,Thiel, Peter Masters",425,599,4.5,29.0
Physics Galaxy Set of 5 Volumes for JEE (Main & Advanced) 3rd Edition by Ashish Arora,Ashish Arora,2333,2333,N/A,0.0
Oswaal CBSE Sample Question Papers Class 10 English Language & Literature Book (For 2024 Exam),Oswaal Editorial Board,344,344,N/A,0.0
Baby Touch: Peekaboo,Ladybird,364,499,4.6,27.0
Temporary Roomie,Sarah Adams,221,299,N/A,26.0
108 Panchatantra Stories (Illustrated) for children,Maple Press,185,185,4.5,0.0
Brain Booster Activity Bag - 10 Books Set for Children,Team Pegasus,407,407,4.0,0.0
Master Your Emotions: A Practical Guide to Overcome Negativity And Better Manage Your Feelings,Thibaut Meurisse,363,363,4.0,0.0
Arihant Pashupalan Vibhag Rajasthan Pashu Parichar Animal Attendant Bharti pariksha 2024,"Pradeep Shrivastav , Sanjeev Dixit , Chirag",328,328,N/A,0.0
Theory of Everything,HAWKING,295,335,4.8,12.0
Manifest,"Nafousi, Roxie",387,545,3.8,29.0
The Colt M1911 .45 Automatic Pistol,Jean Huon,1689,2639,4.1,36.0
Sherlock Holmes Series Complete Collection 7 Books Set by Arthur Conan Doyle,Conan Doyle,1223,1223,4.7,0.0
"Flags of the World - Sticker Coloring Activity Book For Children : Continent, Country, Capital, Language and Currency",Wonder House Books,239,299,5.0,20.0
Physics Combo for JEE Advanced: Mechanics I + Mechanics II + Magnetism & Electromagnetic Induction + Electrostatics & Current Electricity + Optics & Modern Physics + Waves & Thermodynamics Set of 6 Books with Free Online Assessments & Digital Conte,B. M. Sharma,4763,4763,N/A,0.0
Objective General English,SP Bakshi,10022,10332,4.1,3.0
World's Best Girlfriend,Durjoy Datta,119,199,N/A,40.0
Picture of Dorian Gray (Deluxe Hardbound Edition),Oscar Wilde,361,495,5.0,27.0
Brain Boosting Activity Book for Kids - 200+ Activities for Age 3+,Maple Press,75,125,4.7,40.0
"Constitution of India covering 106th Amendment with important Case Laws, Q&A Data Bank on Constitutional Aspects of Indian Polity for Students, UPSC/ Competitive/ Civil Services Exams, Legal Fraternity, Practitioners, Legal Reference",Professional,506,506,N/A,0.0
Handbook Physics,Arihant Experts,3800,4368,4.6,13.0
RICHEST MAN IN BABYLON,George S. Clason,90,150,4.2,40.0
Arihant Current Affairs Half Yearly 2023,Amit Tyagi,182,182,N/A,0.0
Why I Killed Gandhi?,NA,180,250,4.1,28.0
Colouring Books Super Boxset: Pack of 6 Crayon Copy Colour Books for Kids,Wonder House Books,239,299,4.7,20.0
The Daily Laws,Robert Greene,1317,1711,3.7,23.0
Love Hypothesis,Ali Hazelwood,757,1760,N/A,57.0
Percy Jackson and the Olympians: The Chalice of the Gods,Rick Riordan,425,599,N/A,29.0
RAM Chandra Series Boxset,Amish Tripathi,1102,1695,N/A,35.0
India Map,,111,185,4.9,40.0
Oswaal CBSE Sample Question Papers Class 9 Mathematics Book (For 2024 Exam) | 2023-24,Oswaal Editorial Board,281,281,N/A,0.0
Knowledge Encyclopedia: Space,Wonder House Books,586,849,N/A,31.0
Beyond Thoughts: An Exploration Of Who We Are Beyond Our Minds,Joseph Nguyen,379,379,N/A,0.0
Rashmi Rathi,Ramdhari Singh Dinkar,205,250,4.3,18.0
OXFORD ENGLISH MINI DICTIONARY,Dictionaries,218,245,4.6,11.0
Amazon Fire Stick,Matthew Thomas,619,666,3.8,7.0
My first picture book of Wild Animals: Picture Books for Children,Wonder House Books,29,49,4.0,40.0
Computer Awareness,Arihant Experts,2852,2940,4.0,3.0
Railway All Exams Reasoning Chapterwise and Typewise Solved Papers 8700+ Objective Questions With Detailed Explanations (Hindi Medium) (4161),KICX,495,495,N/A,0.0
How to Make Money Trading with Candelstick Charts,Balkrishna M Sadekar,361,495,3.8,27.0
The Girl Who Drank the Moon,Kelly Barnhill,259,399,4.7,35.0
Girl in the Glass Case,Devashish Sardana,205,250,4.3,18.0
Donâ€™t Shut Up: How to Talk So the World Listens,"Yadav, Mudit",364,499,N/A,27.0
The Secret,Rhonda Byrne,1168,2247,4.7,48.0
IELTS 18 Academic Student's Book with Answers with Audio with Resource Bank (South Asia edition),NA,520,650,N/A,20.0
Sambhog Se Samadhi Ki Aur (संभोग से समाधि की ओर),Osho,2045,2199,5.0,7.0
CBSE Board Exam 2023 -I-Succeed 15 Sample Question Papers ENGLISH LANGUAGE & LITERATURE Class 10th,Sana Fatima,3817,4289,3.5,11.0
"Solo Leveling, Vol. 1 (manga)",Abigail Blackman,1319,1759,4.6,25.0
"22 Years JEE MAIN Chapterwise Previous Year Solved Papers (2002 2023) 15th Edition | Physics, Chemistry & Mathematics PYQs Question Bank | Fully Solved Disha Experts",Disha Experts,459,459,N/A,0.0
Bhagat Singh Jail Diary,Yadvinder Singh Sandhu,366,600,4.7,39.0
Bell Jar,SYLVIA PLATH,234,293,N/A,20.0
Book Handbook Chemistry,Gupta,4531,5208,4.4,13.0
Ambedkar's India,B.R. Ambedkar,119,199,4.7,40.0
"The Hidden Hindu Book 2 ""द हिडन हिंदू-2"" - अक्षत गुप्ता (Hindi Version of Hidden Hindu 2)",Akshat Gupta,207,300,4.9,31.0
The Art Of Seduction,Robert Greene,659,999,3.9,34.0
Children Encyclopedia Books Pack  for Age 5 - 15 Years- All About Trivia Questions and Answers,Dreamland Publications,1137,1960,4.8,42.0
Knowledge Encyclopedia: Inventions and Discoveries,Wonder House Books,586,849,5.0,31.0
"Oswaal CBSE 10 Previous Years Solved Papers, Yearwise (2013-2023) Science (PCM) English Core, Physics, Chemistry & Mathematics Class 12 Book (For 2024 Exam)",Oswaal Editorial Board,1031,1031,N/A,0.0
Bhagavad Gita,Swami Nikhilananda,885,1092,N/A,19.0
"Errorless 36 Previous Years NTA NEET (UG) Physics, Chemistry & Biology Chapterwise & Topicwise Solved Papers with Value Added Notes (2023 1988) 18th Edition | PYQs Question Bank | Disha Experts",Disha Experts,1203,1203,N/A,0.0
"MTG Objective NCERT at your FINGERTIPS For NEET - Physics, Chemistry, Biology (Set of 3 Books) | NCERT NEET Trend Indicator | NEET Books (Based on NMC NEET Rationalised Syllabus - Latest & Revised Edition 2024-2025)",MTG Editorial Board,2672,2672,N/A,0.0
Autobiography of a Yogi,Paramahansa Yogananda,224,277,5.0,19.0
SSB Interview Psychological Tests Workbook : 2000+ Original TAT/WAT/SRT/SD Practice Questions,SSBCrack,440,440,N/A,0.0
My First Sticker Book - Shapes and Colours - Activity Book for Kids with 100+ stickers - Age 3+,Maple Press,161,161,N/A,0.0
Think & Grow Rich,Napoleon Hill,107,179,4.0,40.0
Seek and Find: Animals,Wonder House Books,238,297,4.9,20.0
RAM C/O ANANDHI,AKHIL P DHARMAJAN,417,417,4.1,0.0
Wise and Otherwise: A Salute to Life,,223,275,4.5,19.0
5 Minutes Read Aloud: 101 Aesop's Fables for Children,NA,425,599,N/A,29.0
Cbse All in One English Language & Literature Class 10 2022-23 Edition (as Per Latest Cbse Syllabus Issued on 21 April 2022),Dolly Jain,10353,12180,4.4,15.0
Think and Grow Rich,Napoleon Hill,473,599,3.4,21.0
Politics,Aristotle,195,229,4.1,15.0
RICH DAD POOR DAD -20th Anniversary edition,Robert T Kiyosaki,364,499,4.8,27.0
Meditations,Martin Hammond,270,350,4.2,23.0
Latest SSC Constable GD Guidebook For Exam 2021,Agrawal Examcart,465,495,3.3,6.0
World's Greatest Leaders,Wonder House Books,107,179,4.6,40.0
The Bhagwat Gita,R.R. Varma,239,299,4.5,20.0
Word Power Made Easy,Norman Lewis,119,199,4.4,40.0
India - Fun Activity Book for Children,Wonder House Books,119,199,N/A,40.0
CBSE Board Exam 2023 I-Succeed 15 Sample Question Papers PHYSICS Class 12th,Manish Dangwal,3361,3576,4.9,6.0
A PHONIC READER LEVEL 1,N.A.,443,750,4.4,41.0
"Naruto, Vol. 1",Masashi Kishimoto,635,1008,3.4,37.0
Shakespeare's Greatest Stories for Children,William Shakespeare,896,1299,N/A,31.0
12 Rules for Life,Jordan B. Peterson,489,699,4.3,30.0
Falling in Love Again,Ruskin Bond,236,295,4.0,20.0
Shiva Trilogy,Amish Tripathi,885,1283,4.9,31.0
The Palace of Illusions: 10th Anniversary Edition,"Banerjee Divakaruni, Chitra",309,499,4.3,38.0
Polity Simplified for UPSC (English)| 1st Edition|Civil Services Exam| State Administrative Exams,Rangarajan R,455,599,N/A,24.0
Men Are from Mars Women Are from Venus,John Gray,324,499,4.3,35.0
Pocket Oxford English Dictionary 11/e,Oxford Dictionaries,386,460,4.7,16.0
India's Ancient Past | By R.S Sharma | Best Seller For UPSC Aspirants And Undergraduate Students Of History Major,R.S. Sharma,329,445,N/A,26.0
Story of My Experiments with Truth: An Autobiography,M K Gandhi,207,249,4.5,17.0
Memory,William Walker Atkinson,119,199,4.0,40.0
Adhunik Bharat Ka Etihas | Brief History of Modern India | Spectrum | Rajiv Ahir | UPSC | Civil Services Exam | State Administrative Exams - 2023/edition,Rajiv Ahir,509,585,N/A,13.0
Samanya Gyan (H),,257,282,4.7,9.0
Zoo,Wonder House Books,89,149,4.1,40.0
Oxford School Atlas: India's Most Trusted Atlas 36th edition,Oxford,332,415,4.4,20.0
"Jujutsu Kaisen, Vol. 1",Gege Akutami,635,1008,4.8,37.0
Examcart DSSSB Paper-1 Complete Guidebook by Prateek Shivalik Sir for 2024 Exam in Hindi,Examcart Experts,687,687,N/A,0.0
Indian Economy( Old Edition),Ramesh Singh,563,750,N/A,25.0
Fun Time Reading Comprehension: Level 1,NA,195,229,4.6,15.0
SSC Delhi Police Constable (Purush / Mahila ) Computer Adharit Pariksha 2023,Arihant Experts,337,337,N/A,0.0
Handbook Mathematics,Unknown,3800,4368,4.0,13.0
Hidden Hindu,Akshat Gupta,239,299,4.7,20.0
The Official Cambridge Guide To Ielts Student's  Book With Answers With Dvd Rom,Pauline Cullen,628,910,4.6,31.0
Hanuman Chalisa - Hanuman Chalisa Pocket Size Book (Hindi & English) - Gods of India,Goswami Tulsidas,117,195,N/A,40.0
ReWork,Jason Fried,489,699,4.8,30.0
India's Struggle for Independence 1857-1947,Au,303,399,4.7,24.0
CBSE Board Exams 2023 I-Succeed 15 Sample Question Papers CHEMISTRY Class 12th,Arshdeep Kaur,3243,3276,5.0,1.0
Coffee Can Investing: The Low-Risk Road,"Mukherjea, Saurabh; Ranjan, Rakshit; Uni",364,499,N/A,27.0
"Arihant Current Affairs Yearly 2024 | Sectionwise Coverage of 400+ MCQs | Useful for UPSC, State PSCs, NDA/NA, CDS , SSC CGL, MTS ,CHSL, Constable and other National & State Level Competitive Exams Hindi Edition",Arihant Experts,180,180,N/A,0.0
Can't Hurt Me,David Goggins,2028,2600,4.4,22.0
Saunders Comprehensive Review for the Nclex-Rn(r) Examination,Linda Anne Silvestri,6065,6384,4.6,5.0
Meri Pratham Hindi Sulekh Varnmala,Wonder House Books,119,199,4.8,40.0
November 9,Colleen Hoover,309,499,4.5,38.0
The Ultimate Workbook for Children 3-4 Years Old,Team Pegasus,290,421,4.8,31.0
"11 Mock Test for New Syllabus NTA NEET (UG) 2024 | As per NMC Notice dated 6 Oct, 2023 | Physics, Chemistry, Zoology & Botany | Optional Questions | 3-5 Statement, AR, Matching MCQs | 100% Solutions",Disha Experts,331,331,N/A,0.0
365 Colouring Book,,248,375,4.6,34.0
My First 3 Letter Words,Wonder House Books,77,129,4.4,40.0
"Oswaal CBSE 10 Previous Years Solved Papers & Sample Question Papers Class 10 (Mathematics Standard, Science, Social Science & English Language & Literature) (Set of 5 Books)(For Board Exams 2024)",Oswaal Editorial Board,2321,2321,N/A,0.0
Arthashastra,,489,699,N/A,30.0
"Spirituality for Leadership & Success: Gita, Vedanta, Hinduism, Buddha, Vivekananda",Pranay,620,899,3.7,31.0
Complete Book of Yoga,Swami Vivekananda,697,840,4.8,17.0
NCERT Exemplar Problems-Solutions Mathematics class 10th,Neha Tyagi,4889,5040,N/A,3.0
Essentials of Medical Pharmacology,Kd Tripathi,1470,1750,4.4,16.0
All In One Class 9th Science for CBSE Exam 2024,Rashmi Gupta,7691,9156,N/A,16.0
Mandala,Wonder House Books,41,69,4.7,40.0
How to Win Friends and Influence People,Dale Carnegie,119,199,4.0,40.0
CBSE Board Exams 2023 I-Succeed 15 Sample Question Papers MATHEMATICS Class 12th,Laxman Prasad,3243,3276,5.0,1.0
Harry Potter 1–3 Box Set: A Magical Adventure Begins,J. K. Rowling,1155,1699,5.0,32.0
Godaan,Munshi Premchand,207,249,4.6,17.0
World's Greatest Short Stories (Deluxe Hardbound Edition),various,586,849,4.5,31.0
Doodle Coloring for Kids,Wonder House Books,89,149,4.8,40.0
RRB ALP 1st Stage TCS PYQs Solved Papers (Hindi Medium) (4104),Think Tank of Kiran Institute of Career Excellence & KICX,286,286,N/A,0.0
"Good Vibes, Good Life: How Self-love Is the Key to Unlocking Your Greatness","King, Vex",364,499,4.3,27.0
To Kill A Mockingbird,Harper Lee,364,499,4.5,27.0
UPSSSC PET 2023 by Ankit Bhati Sir,Ankit Bhati,386,386,N/A,0.0
Hidden Hindu Book Two,Akshat Gupta,239,299,4.6,20.0
Arihant 29 Years' UPSC Civil Services IAS Prelims Chapterwise-Topicwise Solved Papers 1 & 2 (1995 - 2023) | General Studies & CSAT | Free 3500+ Revision Bullets,Arihant Experts,647,647,N/A,0.0
My First Book of Touch and Feel: First Words,Wonder House Books,257,329,4.6,22.0
Never Split the Difference,Tahl Raz,425,599,4.7,29.0
Stay Magical Unicorn Copy Coloring Book: Fun Activity Books for Children,Wonder House Books,77,129,3.6,40.0
10000+ Objective General Studies MCQs with 100% Explanatory Notes for Civil Services & other Competitive Exams 5th Edition |Previous Year GS PYQs Question Bank | General Knowledge & Current Affairs,Disha Experts,1207,1207,N/A,0.0
Harry Potter and the Chamber of Secrets,J. K. Rowling,410,594,4.7,31.0
"Arihant CBSE Term 2 Science, Social Science, Mathematics Standard & English Language & Literature Class 10 Sample Question Papers (As per CBSE Term 2 ... Paper Issued on 14 Jan 2022) (Set of 4 Books)",Arihant Experts,649,649,4.7,0.0
The Freedom Manifesto (Order Now To Get Your Free Gifts!),NA,259,399,4.6,35.0
"Dharmayoddha Kalki, Book 1",Kevin Missal,301,396,3.6,24.0
Mahabharata (Box Set),Bibek Debroy,3235,3235,4.9,0.0
Our Planet Earth,NA,758,1099,4.6,31.0
The Daily Stoic,Ryan Holiday,468,699,4.5,33.0
CTET Bal Vikas and Shiksha Sastra-17 chapter-H-2021,Himanshi Singh,2124,2309,4.0,8.0
English Grammar & Composition Very Useful For All Competitive Examinations,,296,296,4.0,0.0
NCERT SUMMARY (CLASS VI-XII),Dr. Manish Rannjan (IAS),299,475,4.2,37.0
"Story Books for Kids - World Classic (Abridged) (Set of 10 Books) (Illustrated) - Moral Stories - Bedtime Children Story Book - Read Aloud to Infants, Toddlers - Alice in Wonderland, ..., Heidi, Jungle Book, Robinson Crusoe",Maple Press,297,297,N/A,0.0
The Midnight Library,Haig Matt Haig,416,594,4.2,30.0
Bharatiya Darshan ki Rooprekha,Harendra Prasad Sinha,209,275,4.0,24.0
Hunting Adeline,H D Carlton,2404,2504,4.0,4.0
Brain Activity Book for Kids - 200+ Activities for Age 4+,Maple Press,75,125,5.0,40.0
Arihant Study Package for MCA Entrances,Amit M Agarwal,957,957,N/A,0.0
Secret Garden,Frances Hodgson Burnett,119,199,4.2,40.0
The Girl With No Dreams,Deepak Gupta,138,138,3.8,0.0
Together with CBSE EAD Sample Paper Class 10 Mathematics Standard for Board Exam 2024,Rachna Sagar,430,430,N/A,0.0
Educart CBSE Class 10 HINDI B Sample Papers 2023 (With Detailed Explanation and New Pattern Questions 2022-23),Educart,273,273,4.8,0.0
Shiva Sutras,RANJIT CHAUDHRI,119,199,4.9,40.0
Ignited Minds,A.P.J. Abdul Kalam,119,199,4.6,40.0
My First Animal Sticker Book,Wonder House Books,205,247,5.0,17.0
Bravehearts Of Bharat: Vignettes From Indian History,NA,551,799,4.9,31.0
MTG CBSE 10 Years Chapterwise Topicwise Solved Papers Class 12 Chemistry Book - CBSE Champion For 2024 Exam | CBSE Question Bank With Sample Papers (Based on Latest Pattern) MTG Editorial Board,MTG Editorial Board,320,320,N/A,0.0
CBSE Board Exams 2023 I-Succeed 10 Sample Question Papers Information Technology (402) Class 10,"Tiwari, Suhasini",1976,2016,4.5,2.0
Motivation- Colouring Book for Adults,Dreamland Publications,120,200,4.8,40.0
Black Holes: The Reith Lectures,Stephen Hawking,75,125,4.3,40.0
"Educart CBSE Class 10 Question Bank SCIENCE, MATHS, SOCIAL SCIENCE & ENGLISH For 2023-2024 (Combo of 4 Books)",Educart,3138,3138,N/A,0.0
101 Essays That Will Change The Way You Think,Brianna Wiest,425,599,N/A,29.0
A Game of Thrones: The Story Continues,George R. R. Martin,2859,4399,4.7,35.0
The Book Thief,Markus Zusak,326,446,4.0,27.0
Fourth Wing,Rebecca Yarros,1077,1584,4.9,32.0
Before the Coffee Gets Cold,Toshikazu Kawaguchi,867,1187,4.3,27.0
"Oswaal CBSE Sample Question Papers Class 12 English, Physics, Chemistry & Mathematics (Set of 4 Books) (For Board Exams 2024) | 2023-24",Oswaal Editorial Board,1478,1478,N/A,0.0
Reusable Wipe And Clean Book Tracing - Lines Patterns : Trace And Practice Patterns,Wonder House Books,119,199,3.8,40.0
"Oswaal General Knowledge Digest (For 2024 exam) | GK | School, Olympiads | UPSC, State PSC, SSC, Bank PO/ Clerk, BBA, MBA, RRB, NDA, CDS, CAPF, EPFO, NRA CET, CLAT, Govt Jobs",Oswaal Editorial Board,234,234,N/A,0.0
Guyton and Hall Textbook of Medical Physiology_3rd SAE,Anura Kurpad,1748,2330,4.7,25.0
Mindset,Carol Dweck,291,399,4.6,27.0
Why I am an Atheist and Other Works,Bhagat Singh,104,174,4,40.0
Win Your Inner Battles,"Foroux, Darius",119,198,4.5,40.0
The Forty Rules of Love,Elif Shafak,387,545,4.8,29.0
Life in the Uniform,AMIT LODHA,270,350,4.8,23.0
Unusual Tales from Indian Mythology,Sudha Murty,758,1099,4.2,31.0
"All in one - Learn to write: Capital letters, Small letters, Numbers 1-100, Hindi Varnmala",Wonder House Books,698,775,4.7,10.0
"Encyclopaedia of Indian Medicines (Vol. 1, 2 & 3)",Usha Srivastava,865,1095,N/A,21.0
"India, Bharat and Pakistan: The Constitutional Journey of a Sandwiched Civilisation","Deepak, J Sai",575,899,5.0,36.0
Oswaal CBSE Sample Question Papers Class 10 Hindi - B Book (For Board Exams 2024) | 2023-24,Oswaal Editorial Board,315,315,N/A,0.0
Power of a Positive Attitude,Roger Fritz,89,149,4.3,40.0
My Blue Book of Grammar with Answers Teachers created material recommended for all students | Practical English Grammar Vocabulary and Composition,Jose Dominic Joseph,536,536,4.4,0.0
"Oswal - Gurukul Science PCM Last Years 10 Solved Papers for CBSE Class 12 Exam 2024 - Yearwise Board Solutions (Physics, Chemistry, Math, English, Computer Science & Phy. Edu) All Sets Delhi & Outside",Oswal - Gurukul,1043,1043,N/A,0.0
"43 Years Chapterwise Topicwise Solved Papers (2021-1979) IIT JEE Physics,Chemistry & Mathematics (Set of 3 Books)",Arihant Experts,1786,1786,4.1,0.0
Knowledge Encyclopedia: World History,Wonder House Books,586,849,4.8,31.0
The Quick and Easy Way to Effective Speaking,Dale Carnegie,89,149,4.1,40.0
Ramrajya (Hindi),Ashutosh Rana,489,699,4.8,30.0
Bird with Golden Wings,Sudha Murty,119,199,4.3,40.0
Magic of the Lost Story,Sudha Murty,223,275,4.5,19.0
The Answer Writing Manual for UPSC Civil Services & State PSC Examinations,"Dr. Nagarjun B Gowda, IAS",536,536,N/A,0.0
"Story of My Experiments with Truth: Mahatma Gandhi, an Autobiography",Mahatma Gandhi,212,259,4.8,18.0
THE ARTS OF SEDUCTION,Seema Anand,425,599,4.0,29.0
"Oxford Mini English Dictionary | Easy To Use | Extra Help with Spelling, Grammar and Vocabulary | 7th Edition",Oxford,237,275,N/A,14.0
How To Stop Worrying And Start Living,Dale Carnegie,119,199,4.2,40.0
Delhi Police Constable Exam 2023,Arihant Experts,354,354,N/A,0.0
Influence : The Psychology of Persuasion (New and Expanded),"Robert B. Cialdini, PhD",454,699,5.0,35.0
Why Has Nobody Told Me This Before?,Julie Smith,551,799,4.6,31.0
Brief History Of Time,"Hawking, Stephen",364,499,4.8,27.0
The Fragile Threads of Power,V.E. Schwab,454,699,N/A,35.0
The Simplest Book For Technical Analysis | Hindi Edition | Stock Market | Mukul Agrawal,Mukul Agrawal,239,299,N/A,20.0
"Trading Candlestick Patterns For Technical Analysis Strategies with Breakout Patterns | Stock Market, Option Chains, Forex",Pixelpage Expert,246,246,N/A,0.0
